iter	Passed	Remaining
462	1956	2269
463	1959	2263
464	1964	2260
465	1971	2258
466	1976	2255
467	1980	2251
468	1983	2245
469	1986	2239
470	1990	2235
471	1995	2232
472	2002	2231
473	2006	2226
474	2009	2220
475	2011	2213
476	2015	2209
477	2029	2216
478	2039	2217
479	2044	2215
480	2050	2212
481	2053	2207
482	2056	2200
483	2061	2197
484	2066	2194
485	2069	2188
486	2071	2182
487	2073	2175
488	2079	2173
489	2082	2167
490	2086	2162
491	2095	2163
492	2101	2161
493	2104	2155
494	2107	2150
495	2111	2145
496	2113	2139
497	2116	2133
498	2119	2128
499	2121	2121
500	2125	2117
501	2129	2112
502	2132	2106
503	2135	2101
504	2137	2095
505	2141	2091
506	2147	2088
507	2149	2082
508	2152	2076
509	2155	2070
510	2158	2065
511	2162	2061
512	2165	2055
513	2167	2049
514	2169	2043
515	2171	2036
516	2174	2031
517	2176	2025
518	2180	2021
519	2183	2015
520	2184	2008
521	2186	2002
522	2188	1996
523	2191	1990
524	2193	1984
525	2195	1978
526	2198	1972
527	2200	1966
528	2201	1960
529	2203	1954
530	2205	1948
531	2207	1942
532	2209	1936
533	2211	1930
534	2213	1924
535	2215	1917
536	2217	1912
537	2219	1906
538	2221	1900
539	2223	1894
540	2225	1888
541	2228	1882
542	2230	1876
543	2232	1871
544	2234	1865
545	2237	1860
546	2239	1854
547	2241	1849
548	2247	1846
549	2250	1841
550	2253	1836
551	2257	1832
552	2262	1829
553	2267	1825
554	2270	1820
555	2273	1815
556	2275	1810
557	2278	1804
558	2283	1801
559	2287	1797
560	2289	1791
561	2292	1786
562	2295	1781
563	2299	1777
564	2300	1771
565	2302	1765
566	2304	1760
567	2306	1754
568	2308	1748
569	2311	1743
570	2314	1738
571	2316	1733
572	2318	1728
573	2320	1722
574	2322	1716
575	2325	1711
576	2328	1706
577	2329	1701
578	2331	1695
579	2333	1690
580	2336	1684
581	2337	1679
582	2339	1673
583	2342	1668
584	2344	1662
585	2346	1657
586	2348	1652
587	2350	1647
588	2352	1641
589	2354	1636
590	2356	1631
591	2359	1625
592	2360	1620
593	2363	1615
594	2365	1610
595	2367	1604
596	2369	1599
597	2371	1594
598	2373	1588
599	2375	1583
600	2377	1578
601	2379	1573
602	2381	1568
603	2383	1562
604	2385	1557
605	2388	1552
606	2389	1547
607	2391	1541
608	2393	1536
609	2395	1531
610	2397	1526
611	2399	1521
612	2402	1516
613	2404	1511
614	2406	1506
615	2408	1501
616	2410	1496
617	2412	1491
618	2414	1486
619	2416	1480
620	2417	1475
621	2420	1470
622	2422	1465
623	2423	1460
624	2425	1455
625	2427	1450
626	2430	1445
627	2431	1440
628	2433	1435
629	2435	1430
630	2438	1425
631	2439	1420
632	2442	1415
633	2443	1410
634	2446	1406
635	2448	1401
636	2450	1396
637	2452	1391
638	2454	1386
639	2456	1381
640	2458	1376
641	2460	1371
642	2462	1367
643	2464	1362
644	2467	1357
645	2469	1353
646	2471	1348
647	2473	1343
648	2475	1338
649	2477	1334
650	2480	1329
651	2482	1325
652	2485	1320
653	2487	1316
654	2490	1311
655	2492	1307
656	2495	1302
657	2497	1298
658	2499	1293
659	2501	1288
660	2503	1284
661	2505	1279
662	2507	1274
663	2509	1269
664	2511	1265
665	2513	1260
666	2515	1255
667	2517	1251
668	2519	1246
669	2522	1242
670	2525	1238
671	2527	1233
672	2529	1228
673	2531	1224
674	2533	1219
675	2535	1215
676	2537	1210
677	2539	1206
678	2542	1201
679	2544	1197
680	2546	1193
681	2550	1189
682	2552	1184
683	2553	1179
684	2555	1175
685	2557	1170
686	2559	1166
687	2560	1161
688	2563	1157
689	2565	1152
690	2567	1148
691	2569	1143
692	2571	1139
693	2573	1134
694	2575	1130
695	2576	1125
696	2579	1121
697	2580	1116
698	2582	1112
699	2584	1107
700	2586	1103
701	2587	1098
702	2589	1094
703	2591	1089
704	2592	1084
705	2594	1080
706	2596	1075
707	2597	1071
708	2599	1067
709	2601	1062
710	2603	1058
711	2605	1053
712	2606	1049
713	2609	1045
714	2611	1040
715	2612	1036
716	2614	1032
717	2616	1027
718	2618	1023
719	2620	1019
720	2622	1014
721	2624	1010
722	2626	1006
723	2628	1002
724	2630	997
725	2632	993
726	2633	989
727	2635	984
728	2637	980
729	2639	976
730	2641	972
731	2643	967
732	2644	963
733	2646	959
734	2648	954
735	2649	950
736	2651	946
737	2652	941
738	2654	937
739	2656	933
740	2657	928
741	2659	924
742	2661	920
743	2663	916
744	2665	912
745	2666	907
746	2668	903
747	2669	899
748	2672	895
749	2673	891
750	2675	887
751	2677	882
752	2679	878
753	2680	874
754	2682	870
755	2684	866
756	2686	862
757	2688	858
758	2689	854
759	2691	850
760	2693	846
761	2695	841
762	2697	837
763	2699	833
764	2701	829
765	2702	825
766	2704	821
767	2705	817
768	2708	813
769	2710	809
770	2711	805
771	2713	801
772	2715	797
773	2716	793
774	2718	789
775	2720	785
776	2721	781
777	2723	777
778	2725	773
779	2727	769
780	2728	765
781	2730	761
782	2732	757
783	2734	753
784	2736	749
785	2737	745
786	2739	741
787	2740	737
788	2742	733
789	2744	729
790	2746	725
791	2748	721
792	2750	717
793	2751	713
794	2753	710
795	2755	706
796	2757	702
797	2759	698
798	2761	694
799	2763	690
800	2765	686
801	2766	683
802	2768	679
803	2770	675
804	2771	671
805	2773	667
806	2775	663
807	2777	659
808	2779	656
809	2780	652
810	2781	648
811	2783	644
812	2785	640
813	2787	636
814	2789	633
815	2790	629
816	2792	625
817	2794	621
818	2796	617
819	2798	614
820	2800	610
821	2801	606
822	2803	602
823	2805	599
824	2807	595
825	2809	591
826	2810	588
827	2812	584
828	2814	580
829	2816	576
830	2818	573
831	2820	569
832	2822	565
833	2824	562
834	2826	558
835	2827	554
836	2829	551
837	2831	547
838	2832	543
839	2835	540
840	2836	536
841	2839	532
842	2840	529
843	2842	525
844	2844	521
845	2846	518
846	2848	514
847	2850	510
848	2852	507
849	2854	503
850	2855	499
851	2857	496
852	2858	492
853	2861	489
854	2864	485
855	2868	482
856	2871	479
857	2875	475
858	2879	472
859	2884	469
860	2888	466
861	2893	463
862	2895	459
863	2899	456
864	2902	452
865	2906	449
866	2910	446
867	2916	443
868	2920	440
869	2924	436
870	2929	433
871	2935	430
872	2940	427
873	2945	424
874	2951	421
875	2955	418
876	2961	415
877	2969	412
878	2976	409
879	2986	407
880	2995	404
881	3002	401
882	3010	398
883	3015	395
884	3018	392
885	3021	388
886	3025	385
887	3027	381
888	3029	378
889	3032	374
890	3049	373
891	3057	370
892	3065	367
893	3070	364
894	3081	361
895	3091	358
896	3097	355
897	3106	352
898	3112	349
899	3115	346
900	3117	342
901	3119	338
902	3122	335
903	3126	332
904	3130	328
905	3132	325
906	3139	321
907	3141	318
908	3146	314
909	3148	311
910	3154	308
911	3156	304
912	3163	301
913	3165	297
914	3168	294
915	3171	290
916	3175	287
917	3179	283
918	3183	280
919	3187	277
920	3193	273
921	3199	270
922	3206	267
923	3213	264
924	3222	261
925	3225	257
926	3228	254
927	3231	250
928	3232	247
929	3236	243
930	3239	240
931	3242	236
932	3247	233
933	3251	229
934	3254	226
935	3257	222
936	3263	219
937	3270	216
938	3273	212
939	3277	209
940	3279	205
941	3287	202
942	3295	199
943	3304	196
944	3313	192
945	3318	189
946	3321	185
947	3324	182
948	3328	178
949	3331	175
950	3333	171
951	3335	168
952	3338	164
953	3340	161
954	3345	157
955	3347	154
956	3349	150
957	3351	146
958	3353	143
959	3356	139
960	3359	136
961	3361	132
962	3363	129
963	3365	125
964	3367	122
965	3369	118
966	3371	115
967	3374	111
968	3376	108
969	3377	104
970	3379	100
971	3381	97
972	3383	93
973	3385	90
974	3387	86
975	3389	83
976	3391	79
977	3393	76
978	3395	72
979	3397	69
980	3399	65
981	3401	62
982	3403	58
983	3405	55
984	3406	51
985	3408	48
986	3410	44
987	3412	41
988	3414	37
989	3416	34
990	3418	31
991	3420	27
992	3422	24
993	3424	20
994	3427	17
995	3429	13
996	3431	10
997	3432	6
998	3434	3
999	3437	0
